record_id,golden_id,cpse_source,raw_description,unspsc_code,unit_price_inr
REC_3365,8,OIL,"10 INCH, SCH 80, C.S., SEAMLESS PIPE",40172605,85000
REC_3366,8,ONGC,"SCH 80, SEAMLESS PIPE, CARBON STEEL, 10 """,40172605,85000
REC_3367,8,BPCL,"SCH 80, 10 "", SEAMLESS PIPE, C.S.",40172605,85000
REC_3368,8,IOCL,"SEAMLESS PIPE, CS, 10 IN, SCH 80",40172605,85000
REC_3369,8,OIL,"SCH 80, C.S., 10 IN, SEAMLESS PIPE",40172605,85000
REC_3370,8,OIL,"SEAMLESS PIPE, 10 IN, SCH 80, CS",40172605,85000
REC_3371,8,ONGC,"CS, SCH 80, SEAMLESS PIPE, 10 IN",40172605,85000
REC_3372,8,BPCL,"SEAMLESS PIPE, 10 INCH, CARBON STEEL, SCH 80",40172605,85000
REC_3373,8,IOCL,"SEAMLESS PIPE, 10 INCH, SCH 80, CARBON STEEL",40172605,85000
REC_3374,8,BPCL,"SEAMLESS PIPE, C.S., 10 "", SCH 80",40172605,85000
REC_3375,8,OIL,"SCH 80, SEAMLESS PIPE, 10 IN, CARBON STEEL",40172605,85000
REC_3376,8,BPCL,"CARBON STEEL, SCH 80, SEAMLESS PIPE, 10 IN",40172605,85000
REC_3377,8,OIL,"10 "", CARBON STEEL, SCH 80, SEAMLESS PIPE",40172605,85000
REC_3378,8,IOCL,"10 INCH, SCH 80, SEAMLESS PIPE, C.S.",40172605,85000
REC_3379,8,BPCL,"SEAMLESS PIPE, SCH 80, 10 IN, CS",40172605,85000
REC_3380,8,OIL,"CS, 10 IN, SEAMLESS PIPE, SCH 80",40172605,85000
REC_3381,8,OIL,"10 "", SEAMLESS PIPE, SCH 80, CARBON STEEL",40172605,85000
REC_3382,8,BPCL,"CS, 10 "", SCH 80, SEAMLESS PIPE",40172605,85000
REC_3383,8,OIL,"SCH 80, CS, SEAMLESS PIPE, 10 IN",40172605,85000
REC_3384,8,IOCL,"10 INCH, SEAMLESS PIPE, SCH 80, C.S.",40172605,85000
REC_3385,8,ONGC,"10 IN, C.S., SCH 80, SEAMLESS PIPE",40172605,85000
REC_3386,8,BPCL,"SCH 80, SEAMLESS PIPE, 10 INCH, C.S.",40172605,85000
REC_3387,8,IOCL,"CARBON STEEL, 10 "", SEAMLESS PIPE, SCH 80",40172605,85000
REC_3388,8,BPCL,"10 IN, SEAMLESS PIPE, SCH 80, C.S.",40172605,85000
REC_3389,8,ONGC,"SEAMLESS PIPE, SCH 80, CS, 10 IN",40172605,85000
REC_3390,8,OIL,"10 IN, SEAMLESS PIPE, SCH 80, CS",40172605,85000
REC_3391,8,IOCL,"CS, SCH 80, SEAMLESS PIPE, 10 INCH",40172605,85000
REC_3392,8,ONGC,"SEAMLESS PIPE, 10 "", CS, SCH 80",40172605,85000
REC_3393,8,IOCL,"10 IN, C.S., SCH 80, SEAMLESS PIPE",40172605,85000
REC_3394,8,ONGC,"10 IN, CARBON STEEL, SCH 80, SEAMLESS PIPE",40172605,85000
REC_3395,8,BPCL,"10 IN, C.S., SEAMLESS PIPE, SCH 80",40172605,85000
REC_3396,8,IOCL,"10 INCH, SCH 80, SEAMLESS PIPE, C.S.",40172605,85000
REC_3397,8,IOCL,"SCH 80, SEAMLESS PIPE, C.S., 10 INCH",40172605,85000
REC_3398,8,IOCL,"CARBON STEEL, SEAMLESS PIPE, 10 IN, SCH 80",40172605,85000
REC_3399,8,OIL,"C.S., SCH 80, SEAMLESS PIPE, 10 IN",40172605,85000
REC_3400,8,ONGC,"C.S., 10 "", SEAMLESS PIPE, SCH 80",40172605,85000
REC_3401,8,ONGC,"10 "", CS, SCH 80, SEAMLESS PIPE",40172605,85000
REC_3402,8,OIL,"CS, SEAMLESS PIPE, SCH 80, 10 IN",40172605,85000
REC_3403,8,ONGC,"SCH 80, C.S., 10 "", SEAMLESS PIPE",40172605,85000
REC_3404,8,ONGC,"10 IN, SEAMLESS PIPE, SCH 80, CS",40172605,85000
REC_3405,8,IOCL,"SEAMLESS PIPE, C.S., SCH 80, 10 """,40172605,85000
REC_3406,8,ONGC,"10 "", SEAMLESS PIPE, CARBON STEEL, SCH 80",40172605,85000
REC_3407,8,BPCL,"10 INCH, SCH 80, C.S., SEAMLESS PIPE",40172605,85000
REC_3408,8,ONGC,"CARBON STEEL, 10 IN, SEAMLESS PIPE, SCH 80",40172605,85000
REC_3409,8,IOCL,"SEAMLESS PIPE, CARBON STEEL, SCH 80, 10 IN",40172605,85000
REC_3410,8,OIL,"10 INCH, SCH 80, SEAMLESS PIPE, C.S.",40172605,85000
REC_3411,8,ONGC,"SEAMLESS PIPE, C.S., 10 INCH, SCH 80",40172605,85000
REC_3412,8,IOCL,"10 IN, SCH 80, C.S., SEAMLESS PIPE",40172605,85000
REC_3413,8,ONGC,"SEAMLESS PIPE, 10 INCH, SCH 80, C.S.",40172605,85000
REC_3414,8,ONGC,"SCH 80, 10 INCH, SEAMLESS PIPE, CS",40172605,85000
REC_3415,8,ONGC,"10 IN, SEAMLESS PIPE, CARBON STEEL, SCH 80",40172605,85000
REC_3416,8,ONGC,"SCH 80, SEAMLESS PIPE, 10 INCH, C.S.",40172605,85000
REC_3417,8,OIL,"CS, 10 IN, SCH 80, SEAMLESS PIPE",40172605,85000
REC_3418,8,OIL,"10 IN, CS, SCH 80, SEAMLESS PIPE",40172605,85000
REC_3419,8,BPCL,"10 INCH, SCH 80, CARBON STEEL, SEAMLESS PIPE",40172605,85000
REC_3420,8,IOCL,"CARBON STEEL, SEAMLESS PIPE, 10 INCH, SCH 80",40172605,85000
REC_3421,8,BPCL,"10 IN, SCH 80, SEAMLESS PIPE, CS",40172605,85000
REC_3422,8,IOCL,"SEAMLESS PIPE, 10 IN, CS, SCH 80",40172605,85000
REC_3423,8,IOCL,"C.S., SEAMLESS PIPE, 10 INCH, SCH 80",40172605,85000
REC_3424,8,BPCL,"10 IN, SEAMLESS PIPE, CARBON STEEL, SCH 80",40172605,85000
REC_3425,8,ONGC,"10 "", SEAMLESS PIPE, C.S., SCH 80",40172605,85000
REC_3426,8,IOCL,"10 "", C.S., SCH 80, SEAMLESS PIPE",40172605,85000
REC_3427,8,BPCL,"SCH 80, CARBON STEEL, 10 INCH, SEAMLESS PIPE",40172605,85000
REC_3428,8,BPCL,"CARBON STEEL, SEAMLESS PIPE, SCH 80, 10 INCH",40172605,85000
REC_3429,8,ONGC,"CS, SEAMLESS PIPE, 10 IN, SCH 80",40172605,85000
REC_3430,8,BPCL,"CS, SCH 80, 10 IN, SEAMLESS PIPE",40172605,85000
REC_3431,8,OIL,"SEAMLESS PIPE, SCH 80, 10 INCH, CARBON STEEL",40172605,85000
REC_3432,8,BPCL,"SEAMLESS PIPE, SCH 80, C.S., 10 INCH",40172605,85000
REC_3433,8,BPCL,"CS, SCH 80, 10 IN, SEAMLESS PIPE",40172605,85000
REC_3434,8,OIL,"10 INCH, CARBON STEEL, SCH 80, SEAMLESS PIPE",40172605,85000
REC_3435,8,IOCL,"SCH 80, 10 IN, CARBON STEEL, SEAMLESS PIPE",40172605,85000
REC_3436,8,OIL,"C.S., SEAMLESS PIPE, 10 IN, SCH 80",40172605,85000
REC_3437,8,BPCL,"10 INCH, SCH 80, SEAMLESS PIPE, C.S.",40172605,85000
REC_3438,8,BPCL,"SCH 80, 10 IN, SEAMLESS PIPE, C.S.",40172605,85000
REC_3439,8,IOCL,"CARBON STEEL, 10 INCH, SCH 80, SEAMLESS PIPE",40172605,85000
REC_3440,8,IOCL,"SEAMLESS PIPE, CARBON STEEL, 10 "", SCH 80",40172605,85000
REC_3441,8,BPCL,"SEAMLESS PIPE, CS, SCH 80, 10 IN",40172605,85000
REC_3442,8,BPCL,"SEAMLESS PIPE, 10 "", SCH 80, CARBON STEEL",40172605,85000
REC_3443,8,OIL,"SCH 80, 10 INCH, SEAMLESS PIPE, CARBON STEEL",40172605,85000
REC_3444,8,IOCL,"10 IN, CS, SCH 80, SEAMLESS PIPE",40172605,85000
REC_3445,8,OIL,"SCH 80, SEAMLESS PIPE, CARBON STEEL, 10 IN",40172605,85000
REC_3446,8,BPCL,"SCH 80, CARBON STEEL, 10 IN, SEAMLESS PIPE",40172605,85000
REC_3447,8,OIL,"SCH 80, C.S., 10 INCH, SEAMLESS PIPE",40172605,85000
REC_3448,8,ONGC,"C.S., SEAMLESS PIPE, SCH 80, 10 INCH",40172605,85000
REC_3449,8,IOCL,"SEAMLESS PIPE, SCH 80, 10 "", CARBON STEEL",40172605,85000
REC_3450,8,ONGC,"C.S., 10 "", SEAMLESS PIPE, SCH 80",40172605,85000
REC_3451,8,IOCL,"SEAMLESS PIPE, SCH 80, 10 INCH, CS",40172605,85000
REC_3452,8,BPCL,"10 INCH, CS, SCH 80, SEAMLESS PIPE",40172605,85000
REC_3453,8,BPCL,"SEAMLESS PIPE, SCH 80, CS, 10 IN",40172605,85000
REC_3454,8,OIL,"SCH 80, SEAMLESS PIPE, 10 "", C.S.",40172605,85000
REC_3455,8,BPCL,"SEAMLESS PIPE, 10 IN, CARBON STEEL, SCH 80",40172605,85000
REC_3456,8,ONGC,"10 IN, SEAMLESS PIPE, SCH 80, C.S.",40172605,85000
REC_3457,8,IOCL,"10 "", SEAMLESS PIPE, CS, SCH 80",40172605,85000
REC_3458,8,OIL,"C.S., 10 INCH, SEAMLESS PIPE, SCH 80",40172605,85000
REC_3459,8,IOCL,"SCH 80, 10 INCH, SEAMLESS PIPE, C.S.",40172605,85000
REC_3460,8,OIL,"10 IN, CARBON STEEL, SCH 80, SEAMLESS PIPE",40172605,85000
REC_3461,8,OIL,"10 "", CS, SCH 80, SEAMLESS PIPE",40172605,85000
REC_3462,8,ONGC,"CARBON STEEL, SCH 80, SEAMLESS PIPE, 10 """,40172605,85000
REC_3463,8,ONGC,"CARBON STEEL, SEAMLESS PIPE, 10 "", SCH 80",40172605,85000
REC_3464,8,OIL,"SCH 80, 10 INCH, CS, SEAMLESS PIPE",40172605,85000
REC_3465,8,IOCL,"10 INCH, CS, SCH 80, SEAMLESS PIPE",40172605,85000
REC_3466,8,IOCL,"CS, SEAMLESS PIPE, 10 "", SCH 80",40172605,85000
REC_3467,8,BPCL,"SCH 80, 10 INCH, CS, SEAMLESS PIPE",40172605,85000
REC_3468,8,IOCL,"CS, SEAMLESS PIPE, SCH 80, 10 """,40172605,85000
REC_3469,8,ONGC,"CARBON STEEL, 10 IN, SEAMLESS PIPE, SCH 80",40172605,85000
REC_3470,8,ONGC,"SEAMLESS PIPE, 10 IN, SCH 80, CARBON STEEL",40172605,85000
REC_3471,8,OIL,"SCH 80, 10 IN, CARBON STEEL, SEAMLESS PIPE",40172605,85000
REC_3472,8,BPCL,"CS, SCH 80, SEAMLESS PIPE, 10 IN",40172605,85000
REC_3473,8,ONGC,"SEAMLESS PIPE, CS, SCH 80, 10 IN",40172605,85000
REC_3474,8,IOCL,"10 "", SCH 80, CARBON STEEL, SEAMLESS PIPE",40172605,85000
REC_3475,8,OIL,"SEAMLESS PIPE, SCH 80, CARBON STEEL, 10 IN",40172605,85000
REC_3476,8,ONGC,"SCH 80, SEAMLESS PIPE, CS, 10 IN",40172605,85000
REC_3477,8,ONGC,"CARBON STEEL, 10 INCH, SCH 80, SEAMLESS PIPE",40172605,85000
REC_3478,8,BPCL,"SCH 80, 10 IN, SEAMLESS PIPE, CARBON STEEL",40172605,85000
REC_3479,8,IOCL,"10 "", CS, SEAMLESS PIPE, SCH 80",40172605,85000
REC_3480,8,BPCL,"SCH 80, SEAMLESS PIPE, CARBON STEEL, 10 IN",40172605,85000
REC_3481,8,BPCL,"SEAMLESS PIPE, SCH 80, C.S., 10 INCH",40172605,85000
REC_3482,8,OIL,"SEAMLESS PIPE, C.S., 10 "", SCH 80",40172605,85000
REC_3483,8,IOCL,"SEAMLESS PIPE, CS, 10 IN, SCH 80",40172605,85000
REC_3484,8,BPCL,"C.S., 10 "", SEAMLESS PIPE, SCH 80",40172605,85000
REC_3485,8,IOCL,"10 IN, SEAMLESS PIPE, CARBON STEEL, SCH 80",40172605,85000
REC_3486,8,IOCL,"10 IN, SCH 80, SEAMLESS PIPE, CARBON STEEL",40172605,85000
REC_3487,8,ONGC,"10 IN, SEAMLESS PIPE, SCH 80, C.S.",40172605,85000
REC_3488,8,OIL,"CARBON STEEL, SCH 80, 10 IN, SEAMLESS PIPE",40172605,85000
REC_3489,8,OIL,"SEAMLESS PIPE, SCH 80, C.S., 10 """,40172605,85000
REC_3490,8,IOCL,"SCH 80, SEAMLESS PIPE, 10 IN, C.S.",40172605,85000
REC_3491,8,IOCL,"10 INCH, SCH 80, CS, SEAMLESS PIPE",40172605,85000
REC_3492,8,BPCL,"10 IN, SCH 80, SEAMLESS PIPE, CARBON STEEL",40172605,85000
REC_3493,8,IOCL,"C.S., SCH 80, SEAMLESS PIPE, 10 IN",40172605,85000
REC_3494,8,BPCL,"SEAMLESS PIPE, 10 IN, C.S., SCH 80",40172605,85000
REC_3495,8,IOCL,"CS, 10 IN, SEAMLESS PIPE, SCH 80",40172605,85000
REC_3496,8,BPCL,"SCH 80, CS, 10 IN, SEAMLESS PIPE",40172605,85000
REC_3497,8,OIL,"CARBON STEEL, SCH 80, SEAMLESS PIPE, 10 IN",40172605,85000
REC_3498,8,IOCL,"SEAMLESS PIPE, C.S., SCH 80, 10 """,40172605,85000
REC_3499,8,ONGC,"10 "", C.S., SEAMLESS PIPE, SCH 80",40172605,85000
REC_3500,8,ONGC,"SCH 80, C.S., SEAMLESS PIPE, 10 IN",40172605,85000
REC_3501,8,BPCL,"SCH 80, 10 IN, SEAMLESS PIPE, CARBON STEEL",40172605,85000
REC_3502,8,IOCL,"10 "", SCH 80, SEAMLESS PIPE, CARBON STEEL",40172605,85000
REC_3503,8,IOCL,"CS, 10 IN, SCH 80, SEAMLESS PIPE",40172605,85000
REC_3504,8,OIL,"10 IN, CS, SEAMLESS PIPE, SCH 80",40172605,85000
REC_3505,8,IOCL,"SCH 80, 10 "", CS, SEAMLESS PIPE",40172605,85000
REC_3506,8,IOCL,"SCH 80, CARBON STEEL, 10 IN, SEAMLESS PIPE",40172605,85000
REC_3507,8,BPCL,"SCH 80, SEAMLESS PIPE, CS, 10 IN",40172605,85000
REC_3508,8,ONGC,"10 "", CARBON STEEL, SEAMLESS PIPE, SCH 80",40172605,85000
REC_3509,8,OIL,"CARBON STEEL, SCH 80, SEAMLESS PIPE, 10 INCH",40172605,85000
REC_3510,8,IOCL,"10 IN, SCH 80, SEAMLESS PIPE, CARBON STEEL",40172605,85000
REC_3511,8,IOCL,"CARBON STEEL, SEAMLESS PIPE, SCH 80, 10 INCH",40172605,85000
REC_3512,8,OIL,"10 IN, CARBON STEEL, SCH 80, SEAMLESS PIPE",40172605,85000
REC_3513,8,ONGC,"10 IN, SEAMLESS PIPE, SCH 80, CS",40172605,85000
REC_3514,8,OIL,"SCH 80, 10 INCH, SEAMLESS PIPE, CARBON STEEL",40172605,85000
REC_3515,8,IOCL,"CS, 10 IN, SCH 80, SEAMLESS PIPE",40172605,85000
REC_3516,8,ONGC,"SEAMLESS PIPE, 10 INCH, C.S., SCH 80",40172605,85000
REC_3517,8,ONGC,"SCH 80, 10 IN, CS, SEAMLESS PIPE",40172605,85000
REC_3518,8,BPCL,"10 IN, SCH 80, CARBON STEEL, SEAMLESS PIPE",40172605,85000
REC_3519,8,IOCL,"CARBON STEEL, SEAMLESS PIPE, 10 IN, SCH 80",40172605,85000
REC_3520,8,IOCL,"C.S., SCH 80, SEAMLESS PIPE, 10 IN",40172605,85000
REC_3521,8,OIL,"10 INCH, C.S., SEAMLESS PIPE, SCH 80",40172605,85000
REC_3522,8,IOCL,"SCH 80, SEAMLESS PIPE, 10 IN, C.S.",40172605,85000
REC_3523,8,OIL,"10 "", SEAMLESS PIPE, CS, SCH 80",40172605,85000
REC_3524,8,IOCL,"10 INCH, CARBON STEEL, SCH 80, SEAMLESS PIPE",40172605,85000
REC_3525,8,IOCL,"SCH 80, SEAMLESS PIPE, CS, 10 IN",40172605,85000
REC_3526,8,IOCL,"SCH 80, 10 "", SEAMLESS PIPE, C.S.",40172605,85000
REC_3527,8,IOCL,"SCH 80, C.S., SEAMLESS PIPE, 10 """,40172605,85000
REC_3528,8,ONGC,"CARBON STEEL, SCH 80, 10 IN, SEAMLESS PIPE",40172605,85000
REC_3529,8,BPCL,"SCH 80, SEAMLESS PIPE, 10 INCH, C.S.",40172605,85000
REC_3530,8,IOCL,"CS, SCH 80, SEAMLESS PIPE, 10 """,40172605,85000
REC_3531,8,IOCL,"10 "", SCH 80, C.S., SEAMLESS PIPE",40172605,85000
REC_3532,8,BPCL,"SCH 80, SEAMLESS PIPE, 10 "", C.S.",40172605,85000
REC_3533,8,BPCL,"CS, 10 IN, SCH 80, SEAMLESS PIPE",40172605,85000
REC_3534,8,OIL,"SCH 80, CS, 10 INCH, SEAMLESS PIPE",40172605,85000
REC_3535,8,ONGC,"CARBON STEEL, SEAMLESS PIPE, 10 INCH, SCH 80",40172605,85000
REC_3536,8,IOCL,"10 "", CS, SCH 80, SEAMLESS PIPE",40172605,85000
REC_3537,8,OIL,"10 IN, SCH 80, SEAMLESS PIPE, C.S.",40172605,85000
REC_3538,8,ONGC,"SCH 80, CS, 10 IN, SEAMLESS PIPE",40172605,85000
REC_3539,8,BPCL,"SEAMLESS PIPE, CARBON STEEL, SCH 80, 10 IN",40172605,85000
REC_3540,8,OIL,"10 IN, SCH 80, SEAMLESS PIPE, CARBON STEEL",40172605,85000
REC_3541,8,IOCL,"SCH 80, 10 IN, C.S., SEAMLESS PIPE",40172605,85000
REC_3542,8,IOCL,"SCH 80, C.S., 10 IN, SEAMLESS PIPE",40172605,85000
REC_3543,8,IOCL,"SCH 80, CS, 10 "", SEAMLESS PIPE",40172605,85000
REC_3544,8,ONGC,"SCH 80, SEAMLESS PIPE, CS, 10 """,40172605,85000
REC_3545,8,ONGC,"SEAMLESS PIPE, SCH 80, CS, 10 """,40172605,85000
REC_3546,8,IOCL,"SEAMLESS PIPE, 10 INCH, SCH 80, CS",40172605,85000
REC_3547,8,IOCL,"SEAMLESS PIPE, SCH 80, C.S., 10 IN",40172605,85000
REC_3548,8,BPCL,"C.S., SCH 80, SEAMLESS PIPE, 10 IN",40172605,85000
REC_3549,8,ONGC,"10 IN, SCH 80, C.S., SEAMLESS PIPE",40172605,85000
REC_3550,8,BPCL,"SEAMLESS PIPE, SCH 80, CS, 10 IN",40172605,85000
REC_3551,8,ONGC,"CARBON STEEL, 10 IN, SEAMLESS PIPE, SCH 80",40172605,85000
REC_3552,8,ONGC,"CS, SEAMLESS PIPE, SCH 80, 10 IN",40172605,85000
REC_3553,8,ONGC,"SEAMLESS PIPE, CS, 10 IN, SCH 80",40172605,85000
REC_3554,8,OIL,"SEAMLESS PIPE, 10 IN, CARBON STEEL, SCH 80",40172605,85000
REC_3555,8,BPCL,"10 IN, SCH 80, CARBON STEEL, SEAMLESS PIPE",40172605,85000
REC_3556,8,BPCL,"SEAMLESS PIPE, 10 "", SCH 80, CS",40172605,85000
REC_3557,8,BPCL,"CS, SEAMLESS PIPE, SCH 80, 10 IN",40172605,85000
REC_3558,8,BPCL,"C.S., SCH 80, SEAMLESS PIPE, 10 IN",40172605,85000
REC_3559,8,ONGC,"SCH 80, SEAMLESS PIPE, 10 INCH, C.S.",40172605,85000
REC_3560,9,IOCL,"100 MM, C.S., 300LB, CHECK VALVE",40141607,41000
REC_3561,9,ONGC,"C.S., CHECK VALVE, CL 300, 4 IN",40141607,41000
REC_3562,9,IOCL,"100 MM, CHECK VALVE, CL-300LB, CS",40141607,41000
REC_3563,9,IOCL,"C.S., CHECK VALVE, 4 INCH, CL 300LB",40141607,41000
REC_3564,9,BPCL,"CHECK VALVE, CS, CL-300#, 4 """,40141607,41000
REC_3565,9,OIL,"CS, 4 INCH, CL-300#, CHECK VALVE",40141607,41000
REC_3566,9,IOCL,"C.S., CHECK VALVE, CLASS 300#, 4 INCH",40141607,41000
REC_3567,9,IOCL,"100 MM, CL-300#, CS, CHECK VALVE",40141607,41000
REC_3568,9,IOCL,"C.S., CL 300#, 100 MM, CHECK VALVE",40141607,41000
REC_3569,9,IOCL,"CL 300#, 4 IN, CARBON STEEL, CHECK VALVE",40141607,41000
REC_3570,9,IOCL,"CLASS 300#, 100 MM, C.S., CHECK VALVE",40141607,41000
REC_3571,9,OIL,"CL 300, 4 INCH, CHECK VALVE, C.S.",40141607,41000
REC_3572,9,ONGC,"CHECK VALVE, CARBON STEEL, CL 300#, 4 INCH",40141607,41000
REC_3573,9,OIL,"C.S., 4 INCH, CHECK VALVE, CL 300#",40141607,41000
REC_3574,9,IOCL,"CS, CHECK VALVE, CL 300, 100 MM",40141607,41000
REC_3575,9,ONGC,"4 "", CARBON STEEL, CHECK VALVE, CL 300",40141607,41000
REC_3576,9,OIL,"CHECK VALVE, CARBON STEEL, CLASS 300#, 100 MM",40141607,41000
REC_3577,9,OIL,"CARBON STEEL, CHECK VALVE, CL 300#, 4 """,40141607,41000
REC_3578,9,BPCL,"CHECK VALVE, CL 300#, CARBON STEEL, 4 INCH",40141607,41000
REC_3579,9,BPCL,"CS, CLASS 300#, CHECK VALVE, 4 IN",40141607,41000
REC_3580,9,IOCL,"CHECK VALVE, CLASS 300, 100 MM, C.S.",40141607,41000
REC_3581,9,ONGC,"CLASS 300, 100 MM, CHECK VALVE, CS",40141607,41000
REC_3582,9,IOCL,"4 IN, CL-300#, CHECK VALVE, C.S.",40141607,41000
REC_3583,9,ONGC,"4 INCH, CS, CHECK VALVE, CL 300#",40141607,41000
REC_3584,9,OIL,"4 INCH, 300#, CHECK VALVE, CS",40141607,41000
REC_3585,9,OIL,"4 IN, CARBON STEEL, 300, CHECK VALVE",40141607,41000
REC_3586,9,IOCL,"CS, 4 INCH, CLASS 300, CHECK VALVE",40141607,41000
REC_3587,9,OIL,"CHECK VALVE, CS, 4 "", 300#",40141607,41000
REC_3588,9,ONGC,"CL-300#, 4 INCH, CHECK VALVE, CARBON STEEL",40141607,41000
REC_3589,9,IOCL,"CHECK VALVE, CL 300#, 4 "", CS",40141607,41000
REC_3590,9,BPCL,"CLASS 300#, CHECK VALVE, 4 IN, CARBON STEEL",40141607,41000
REC_3591,9,BPCL,"CL-300, C.S., 4 INCH, CHECK VALVE",40141607,41000
REC_3592,9,BPCL,"4 "", CHECK VALVE, CS, 300",40141607,41000
REC_3593,9,BPCL,"CLASS 300, 4 INCH, CARBON STEEL, CHECK VALVE",40141607,41000
REC_3594,9,OIL,"CHECK VALVE, CL 300#, 4 IN, C.S.",40141607,41000
REC_3595,9,BPCL,"CARBON STEEL, CLASS 300#, 4 INCH, CHECK VALVE",40141607,41000
REC_3596,9,ONGC,"CS, 4 "", CHECK VALVE, CL-300#",40141607,41000
REC_3597,9,ONGC,"4 INCH, C.S., CL-300LB, CHECK VALVE",40141607,41000
REC_3598,9,ONGC,"CARBON STEEL, CHECK VALVE, 4 INCH, CL 300#",40141607,41000
REC_3599,9,BPCL,"4 INCH, C.S., CL-300LB, CHECK VALVE",40141607,41000
REC_3600,9,BPCL,"CARBON STEEL, 4 INCH, CHECK VALVE, CLASS 300#",40141607,41000
REC_3601,9,IOCL,"300#, CARBON STEEL, 100 MM, CHECK VALVE",40141607,41000
REC_3602,9,OIL,"CHECK VALVE, CL-300LB, CARBON STEEL, 4 IN",40141607,41000
REC_3603,9,ONGC,"C.S., 300, CHECK VALVE, 100 MM",40141607,41000
REC_3604,9,ONGC,"4 "", CHECK VALVE, CARBON STEEL, CL 300LB",40141607,41000
REC_3605,9,OIL,"300#, 4 "", CHECK VALVE, C.S.",40141607,41000
REC_3606,9,IOCL,"CLASS 300, CARBON STEEL, 4 IN, CHECK VALVE",40141607,41000
REC_3607,9,ONGC,"CHECK VALVE, CL-300, 4 INCH, CS",40141607,41000
REC_3608,9,IOCL,"CHECK VALVE, CLASS 300LB, 100 MM, C.S.",40141607,41000
REC_3609,9,OIL,"100 MM, CL 300#, CHECK VALVE, CS",40141607,41000
REC_3610,9,ONGC,"CL-300LB, CARBON STEEL, CHECK VALVE, 4 IN",40141607,41000
REC_3611,9,OIL,"C.S., 4 IN, CLASS 300#, CHECK VALVE",40141607,41000
REC_3612,9,BPCL,"CARBON STEEL, CL 300LB, 100 MM, CHECK VALVE",40141607,41000
REC_3613,9,IOCL,"CHECK VALVE, 300#, 4 INCH, CS",40141607,41000
REC_3614,9,OIL,"4 "", CARBON STEEL, CL 300LB, CHECK VALVE",40141607,41000
REC_3615,9,OIL,"CS, 4 "", CLASS 300, CHECK VALVE",40141607,41000
REC_3616,9,OIL,"100 MM, CHECK VALVE, CARBON STEEL, CL 300#",40141607,41000
REC_3617,9,IOCL,"CARBON STEEL, 100 MM, CHECK VALVE, CL-300#",40141607,41000
REC_3618,9,IOCL,"CL 300LB, C.S., CHECK VALVE, 4 INCH",40141607,41000
REC_3619,9,ONGC,"CS, 300LB, CHECK VALVE, 100 MM",40141607,41000
REC_3620,9,OIL,"4 INCH, CL-300, CARBON STEEL, CHECK VALVE",40141607,41000
REC_3621,9,IOCL,"CHECK VALVE, 100 MM, CL 300#, CARBON STEEL",40141607,41000
REC_3622,9,IOCL,"4 IN, CHECK VALVE, C.S., CL-300#",40141607,41000
REC_3623,9,ONGC,"C.S., CL-300, 4 IN, CHECK VALVE",40141607,41000
REC_3624,9,BPCL,"CHECK VALVE, CARBON STEEL, CLASS 300#, 4 """,40141607,41000
REC_3625,9,ONGC,"CHECK VALVE, CL-300LB, C.S., 100 MM",40141607,41000
REC_3626,9,BPCL,"300, 4 IN, CHECK VALVE, C.S.",40141607,41000
REC_3627,9,IOCL,"CHECK VALVE, CARBON STEEL, 100 MM, CLASS 300",40141607,41000
REC_3628,9,IOCL,"4 IN, CL 300, CS, CHECK VALVE",40141607,41000
REC_3629,9,IOCL,"300LB, CHECK VALVE, CS, 4 IN",40141607,41000
REC_3630,9,BPCL,"CL 300, C.S., CHECK VALVE, 4 INCH",40141607,41000
REC_3631,9,BPCL,"CS, CL-300#, CHECK VALVE, 4 IN",40141607,41000
REC_3632,9,IOCL,"4 "", CS, 300LB, CHECK VALVE",40141607,41000
REC_3633,9,BPCL,"CHECK VALVE, 4 INCH, CARBON STEEL, CL 300#",40141607,41000
REC_3634,9,OIL,"CS, CHECK VALVE, CL-300LB, 4 IN",40141607,41000
REC_3635,9,ONGC,"CL 300LB, CS, CHECK VALVE, 4 IN",40141607,41000
REC_3636,9,BPCL,"CHECK VALVE, 4 INCH, CL 300LB, CS",40141607,41000
REC_3637,9,BPCL,"CS, CHECK VALVE, 4 IN, CL-300#",40141607,41000
REC_3638,9,IOCL,"300LB, CARBON STEEL, CHECK VALVE, 100 MM",40141607,41000
REC_3639,9,ONGC,"CHECK VALVE, C.S., CL 300, 4 IN",40141607,41000
REC_3640,9,IOCL,"CS, CLASS 300#, CHECK VALVE, 4 IN",40141607,41000
REC_3641,9,BPCL,"CHECK VALVE, CL-300LB, 4 IN, C.S.",40141607,41000
REC_3642,9,OIL,"CL 300#, 100 MM, CARBON STEEL, CHECK VALVE",40141607,41000
REC_3643,9,IOCL,"CHECK VALVE, CL 300, CS, 100 MM",40141607,41000
REC_3644,9,BPCL,"CARBON STEEL, 4 IN, CL-300#, CHECK VALVE",40141607,41000
REC_3645,9,OIL,"4 INCH, 300#, CHECK VALVE, CARBON STEEL",40141607,41000
REC_3646,9,IOCL,"CHECK VALVE, CARBON STEEL, 4 "", CL 300",40141607,41000
REC_3647,9,OIL,"4 INCH, CL-300LB, CHECK VALVE, CARBON STEEL",40141607,41000
REC_3648,9,IOCL,"4 IN, 300, C.S., CHECK VALVE",40141607,41000
